report_id,title,description,area,time_of_day,population_density,distance_to_school_km,complaint_age_hours,nearby_open_reports,brightness,edge_density,red_ratio,brown_ratio,green_ratio,blue_ratio,issue_type,severity_score,priority,recommended_team
CP-00596,Studio Render upload,studio render image captured at Ulsoor during evening. Non-civic content without a public infrastructure problem.,Ulsoor,evening,0.39,2.71,8,2,148.38,0.358,0.587,0.067,0.197,0.111,Unsupported,22,P4 Low,Manual review
CP-00597,Road Blocked near Richmond Road,road blocked reported at Richmond Road during afternoon. night needs attention from city staff.,Richmond Road,afternoon,0.32,3.41,15,1,108.07,0.328,0.248,0.213,0.251,0.689,Road Block,71,P2 High,Traffic response team
CP-00598,Road Blocked near Jayanagar,road blocked reported at Jayanagar during afternoon. traffic jam needs attention from city staff.,Jayanagar,afternoon,0.8,1.27,77,2,110.06,0.526,0.042,0.356,0.306,0.492,Road Block,100,P1 Emergency,Traffic response team
CP-00599,Water Filled Hole near Ulsoor,water filled hole reported at Ulsoor during night. traffic jam school needs attention from city staff.,Ulsoor,night,0.89,1.01,52,4,82.36,0.441,0.135,0.491,0.191,0.511,Pothole,100,P1 Emergency,Emergency roads crew
CP-00600,Vehicle Obstruction near Jayanagar,vehicle obstruction reported at Jayanagar during afternoon. dangerous urgent needs attention from city staff.,Jayanagar,afternoon,0.36,2.89,32,6,145.81,0.623,0.128,0.142,0.462,0.068,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00601,Catalog Photo upload,catalog photo image captured at Whitefield during afternoon. Non-civic content without a public infrastructure problem.,Whitefield,afternoon,0.4,3.55,12,1,135.95,0.123,0.311,0.031,0.166,0.167,Unsupported,25,P4 Low,Manual review
CP-00602,Vehicle Render upload,vehicle render image captured at Koramangala during night. Non-civic content without a public infrastructure problem.,Koramangala,night,0.57,3.53,11,0,101.69,0.235,0.563,0.123,0.186,0.31,Unsupported,22,P4 Low,Manual review
CP-00603,Broken Lamp near Whitefield,broken lamp reported at Whitefield during evening. main road night traffic jam needs attention from city staff.,Whitefield,evening,0.31,0.4,63,3,38.25,0.266,0.138,0.187,0.549,0.582,Broken Light,90,P1 Emergency,Night safety crew
CP-00604,Drain Water near MG Road,drain water reported at MG Road during morning.  needs attention from city staff.,MG Road,morning,0.68,0.46,31,5,112.82,0.676,0.181,0.534,0.401,0.654,Water Leak,86,P1 Emergency,Drainage crew
CP-00605,Vehicle Obstruction near Richmond Road,vehicle obstruction reported at Richmond Road during morning.  needs attention from city staff.,Richmond Road,morning,0.41,0.67,81,5,35.81,0.853,0.23,0.479,0.47,0.192,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00606,Overflowing Bin near Koramangala,overflowing bin reported at Koramangala during evening. urgent needs attention from city staff.,Koramangala,evening,0.83,0.6,72,8,123.73,0.702,0.218,0.512,0.316,0.36,Garbage,93,P1 Emergency,Sanitation team
CP-00607,Street Light near Whitefield,street light reported at Whitefield during night.  needs attention from city staff.,Whitefield,night,0.48,1.77,24,6,17.87,0.799,0.151,0.232,0.252,0.266,Broken Light,73,P2 High,Electrical team
CP-00608,Hero Render upload,hero render image captured at Ulsoor during evening. Non-civic content without a public infrastructure problem.,Ulsoor,evening,0.82,3.03,12,1,90.29,0.133,0.495,0.101,0.093,0.298,Unsupported,27,P4 Low,Manual review
CP-00609,Dumped Bags near Indiranagar,dumped bags reported at Indiranagar during afternoon. urgent needs attention from city staff.,Indiranagar,afternoon,0.75,0.99,64,3,153.32,0.906,0.091,0.162,0.285,0.167,Garbage,78,P1 Emergency,Sanitation team
CP-00610,Drain Water near Indiranagar,drain water reported at Indiranagar during night. elderly traffic jam children needs attention from city staff.,Indiranagar,night,0.72,3.12,50,4,133.08,0.905,0.231,0.186,0.216,0.79,Water Leak,98,P1 Emergency,Drainage crew
CP-00611,Showroom Image upload,showroom image image captured at Koramangala during afternoon. Non-civic content without a public infrastructure problem.,Koramangala,afternoon,0.32,2.98,8,1,172.3,0.247,0.541,0.048,0.067,0.274,Unsupported,21,P4 Low,Manual review
CP-00612,Damaged Lane near Koramangala,damaged lane reported at Koramangala during afternoon. main road urgent needs attention from city staff.,Koramangala,afternoon,0.3,1.27,93,4,111.16,0.942,0.212,0.793,0.28,0.499,Pothole,96,P1 Emergency,Emergency roads crew
CP-00613,Dark Road near Richmond Road,dark road reported at Richmond Road during evening. main road needs attention from city staff.,Richmond Road,evening,0.9,3.4,7,5,20.07,0.731,0.048,0.06,0.239,0.13,Broken Light,94,P1 Emergency,Electrical team
CP-00614,Pothole near Koramangala,pothole reported at Koramangala during morning. children dangerous needs attention from city staff.,Koramangala,morning,0.96,2.03,88,6,148.79,0.637,0.149,0.433,0.117,0.232,Pothole,100,P1 Emergency,Roads team
CP-00615,Water Leak near Whitefield,water leak reported at Whitefield during evening. night needs attention from city staff.,Whitefield,evening,0.59,0.37,33,0,160.69,0.131,0.169,0.45,0.071,0.813,Water Leak,62,P2 High,Drainage crew
CP-00616,Water Filled Hole near Indiranagar,water filled hole reported at Indiranagar during night. night dangerous children needs attention from city staff.,Indiranagar,night,0.39,0.8,45,1,159.54,0.498,0.18,0.763,0.492,0.5,Pothole,84,P1 Emergency,Emergency roads crew
CP-00617,Race Car upload,race car image captured at Ulsoor during evening. Non-civic content without a public infrastructure problem.,Ulsoor,evening,0.33,2.29,2,1,112.29,0.314,0.47,0.151,0.175,0.304,Unsupported,21,P4 Low,Manual review
CP-00618,Flooding near MG Road,flooding reported at MG Road during morning. elderly needs attention from city staff.,MG Road,morning,0.94,3.23,85,9,35.8,0.517,0.196,0.222,0.299,0.6,Water Leak,100,P1 Emergency,Water works team
CP-00619,Overflowing Bin near Koramangala,overflowing bin reported at Koramangala during night. traffic jam needs attention from city staff.,Koramangala,night,0.58,0.33,4,7,36.69,0.551,0.182,0.213,0.588,0.544,Garbage,95,P1 Emergency,Sanitation team
CP-00620,Road Crack near Indiranagar,road crack reported at Indiranagar during morning. main road needs attention from city staff.,Indiranagar,morning,0.65,0.21,39,6,50.12,0.498,0.043,0.596,0.483,0.522,Pothole,99,P1 Emergency,Roads team
CP-00621,Road Crack near Indiranagar,road crack reported at Indiranagar during morning. school needs attention from city staff.,Indiranagar,morning,0.79,1.76,74,9,22.49,0.848,0.082,0.463,0.51,0.023,Pothole,100,P1 Emergency,Roads team
CP-00622,Trash near MG Road,trash reported at MG Road during afternoon. elderly needs attention from city staff.,MG Road,afternoon,0.7,2.2,34,6,128.86,0.677,0.256,0.215,0.645,0.464,Garbage,82,P1 Emergency,Sanitation team
CP-00623,Sewage Overflow near Jayanagar,sewage overflow reported at Jayanagar during evening. traffic jam needs attention from city staff.,Jayanagar,evening,0.7,2.21,51,0,131.36,0.457,0.196,0.16,0.358,0.774,Water Leak,76,P2 High,Water works team
CP-00624,Waste Pile near Koramangala,waste pile reported at Koramangala during evening. accident risk elderly school main road needs attention from city staff.,Koramangala,evening,0.33,0.46,26,1,108.76,0.498,0.062,0.647,0.371,0.094,Garbage,96,P1 Emergency,Sanitation team
CP-00625,Porsche upload,porsche image captured at MG Road during evening. Non-civic content without a public infrastructure problem.,MG Road,evening,0.58,2.58,11,0,61.63,0.248,0.247,0.156,0.063,0.089,Unsupported,19,P4 Low,Manual review
CP-00626,Damaged Lane near Koramangala,damaged lane reported at Koramangala during morning. traffic jam needs attention from city staff.,Koramangala,morning,0.9,0.29,32,9,104.57,0.694,0.066,0.543,0.05,0.486,Pothole,100,P1 Emergency,Roads team
CP-00627,Dark Road near MG Road,dark road reported at MG Road during morning. school needs attention from city staff.,MG Road,morning,0.54,1.99,50,9,64.47,0.269,0.187,0.375,0.059,0.461,Broken Light,94,P1 Emergency,Night safety crew
CP-00628,Vehicle Obstruction near Whitefield,vehicle obstruction reported at Whitefield during evening. traffic jam needs attention from city staff.,Whitefield,evening,0.51,3.46,59,7,167.11,0.209,0.164,0.247,0.097,0.453,Road Block,86,P1 Emergency,Emergency clearing crew
CP-00629,Waste Pile near Richmond Road,waste pile reported at Richmond Road during afternoon. urgent needs attention from city staff.,Richmond Road,afternoon,0.28,1.47,70,3,178.0,0.185,0.187,0.151,0.464,0.621,Garbage,67,P2 High,Waste collection crew
CP-00630,No Lighting near Indiranagar,no lighting reported at Indiranagar during afternoon. elderly needs attention from city staff.,Indiranagar,afternoon,0.43,2.51,73,3,57.11,0.693,0.226,0.249,0.266,0.606,Broken Light,77,P2 High,Night safety crew
CP-00631,Overflowing Bin near Whitefield,overflowing bin reported at Whitefield during evening. main road needs attention from city staff.,Whitefield,evening,0.93,3.35,80,6,28.14,0.262,0.168,0.119,0.352,0.372,Garbage,89,P1 Emergency,Sanitation team
CP-00632,Overflowing Bin near Whitefield,overflowing bin reported at Whitefield during afternoon. school needs attention from city staff.,Whitefield,afternoon,0.36,1.14,32,2,142.02,0.489,0.183,0.501,0.294,0.447,Garbage,62,P2 High,Sanitation team
CP-00633,Race Car upload,race car image captured at Jayanagar during morning. Non-civic content without a public infrastructure problem.,Jayanagar,morning,0.48,2.63,3,0,111.36,0.151,0.329,0.04,0.074,0.265,Unsupported,22,P4 Low,Manual review
CP-00634,Trash near Whitefield,trash reported at Whitefield during morning. children accident risk needs attention from city staff.,Whitefield,morning,0.75,0.56,57,1,140.91,0.194,0.125,0.259,0.555,0.034,Garbage,84,P1 Emergency,Waste collection crew
CP-00635,Dumped Bags near Richmond Road,dumped bags reported at Richmond Road during evening. urgent needs attention from city staff.,Richmond Road,evening,0.91,3.46,48,1,48.36,0.604,0.199,0.598,0.664,0.656,Garbage,74,P2 High,Waste collection crew
CP-00636,Water Filled Hole near MG Road,water filled hole reported at MG Road during night. children needs attention from city staff.,MG Road,night,0.99,1.31,33,3,102.15,0.785,0.256,0.655,0.189,0.133,Pothole,88,P1 Emergency,Emergency roads crew
CP-00637,No Lighting near Koramangala,no lighting reported at Koramangala during morning. children dangerous needs attention from city staff.,Koramangala,morning,0.35,3.42,80,0,49.66,0.096,0.125,0.59,0.221,0.044,Broken Light,75,P2 High,Night safety crew
CP-00638,Fallen Tree near Koramangala,fallen tree reported at Koramangala during evening. elderly main road night needs attention from city staff.,Koramangala,evening,0.79,1.96,63,4,62.67,0.847,0.26,0.073,0.373,0.237,Road Block,100,P1 Emergency,Traffic response team
CP-00639,Supercar upload,supercar image captured at Jayanagar during morning. Non-civic content without a public infrastructure problem.,Jayanagar,morning,0.38,3.03,11,0,131.01,0.379,0.249,0.116,0.193,0.169,Unsupported,19,P4 Low,Manual review
CP-00640,Sports Car upload,sports car image captured at MG Road during morning. Non-civic content without a public infrastructure problem.,MG Road,morning,0.25,2.17,1,1,173.61,0.377,0.446,0.042,0.07,0.229,Unsupported,20,P4 Low,Manual review
CP-00641,Catalog Photo upload,catalog photo image captured at Indiranagar during afternoon. Non-civic content without a public infrastructure problem.,Indiranagar,afternoon,0.77,3.11,9,0,129.18,0.335,0.403,0.059,0.1,0.271,Unsupported,27,P4 Low,Manual review
CP-00642,Overflowing Bin near MG Road,overflowing bin reported at MG Road during evening.  needs attention from city staff.,MG Road,evening,0.93,0.26,56,1,127.85,0.835,0.141,0.636,0.589,0.237,Garbage,87,P1 Emergency,Sanitation team
CP-00643,Electric Pole near Koramangala,electric pole reported at Koramangala during evening. children needs attention from city staff.,Koramangala,evening,0.82,1.13,96,3,57.37,0.223,0.203,0.278,0.486,0.241,Broken Light,87,P1 Emergency,Night safety crew
CP-00644,Sewage Overflow near Whitefield,sewage overflow reported at Whitefield during night. school needs attention from city staff.,Whitefield,night,0.96,3.06,41,6,178.36,0.611,0.13,0.029,0.439,0.431,Water Leak,91,P1 Emergency,Water works team
CP-00645,Road Crack near Koramangala,road crack reported at Koramangala during afternoon. school needs attention from city staff.,Koramangala,afternoon,0.27,1.4,39,8,64.43,0.766,0.182,0.579,0.251,0.599,Pothole,97,P1 Emergency,Roads team
CP-00646,Display Shot upload,display shot image captured at Richmond Road during afternoon. Non-civic content without a public infrastructure problem.,Richmond Road,afternoon,0.43,2.93,3,1,130.34,0.32,0.444,0.1,0.082,0.145,Unsupported,23,P4 Low,Manual review
CP-00647,Race Car upload,race car image captured at Indiranagar during afternoon. Non-civic content without a public infrastructure problem.,Indiranagar,afternoon,0.93,2.93,4,1,97.01,0.176,0.458,0.175,0.058,0.206,Unsupported,26,P4 Low,Manual review
CP-00648,Road Crack near Ulsoor,road crack reported at Ulsoor during morning. school needs attention from city staff.,Ulsoor,morning,0.65,1.65,94,4,30.71,0.661,0.078,0.716,0.397,0.267,Pothole,94,P1 Emergency,Roads team
CP-00649,Vehicle Obstruction near Koramangala,vehicle obstruction reported at Koramangala during evening. school accident risk needs attention from city staff.,Koramangala,evening,0.7,1.9,83,3,173.24,0.582,0.06,0.482,0.41,0.153,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00650,Flooding near Koramangala,flooding reported at Koramangala during afternoon. urgent needs attention from city staff.,Koramangala,afternoon,0.36,0.14,84,6,32.59,0.471,0.257,0.113,0.352,0.629,Water Leak,100,P1 Emergency,Water works team
CP-00651,Burst Pipe near Koramangala,burst pipe reported at Koramangala during afternoon. children needs attention from city staff.,Koramangala,afternoon,0.49,0.11,7,5,108.41,0.39,0.109,0.474,0.312,0.654,Water Leak,85,P1 Emergency,Drainage crew
CP-00652,Pothole near Ulsoor,pothole reported at Ulsoor during afternoon. night urgent needs attention from city staff.,Ulsoor,afternoon,0.62,3.25,18,2,36.36,0.589,0.208,0.388,0.211,0.263,Pothole,85,P1 Emergency,Emergency roads crew
CP-00653,Fallen Tree near Whitefield,fallen tree reported at Whitefield during morning. elderly needs attention from city staff.,Whitefield,morning,0.86,1.6,15,4,56.38,0.127,0.201,0.035,0.361,0.494,Road Block,90,P1 Emergency,Traffic response team
CP-00654,Overflowing Bin near Jayanagar,overflowing bin reported at Jayanagar during morning. school night main road traffic jam needs attention from city staff.,Jayanagar,morning,0.63,1.05,4,6,108.0,0.114,0.177,0.152,0.561,0.025,Garbage,94,P1 Emergency,Waste collection crew
CP-00655,Garbage near Ulsoor,garbage reported at Ulsoor during evening. school needs attention from city staff.,Ulsoor,evening,0.45,1.34,50,2,153.57,0.714,0.094,0.143,0.54,0.287,Garbage,73,P2 High,Waste collection crew
CP-00656,Vehicle Obstruction near MG Road,vehicle obstruction reported at MG Road during morning. traffic jam school urgent needs attention from city staff.,MG Road,morning,0.81,3.07,26,9,137.71,0.331,0.202,0.155,0.334,0.226,Road Block,100,P1 Emergency,Traffic response team
CP-00657,Street Light near Koramangala,street light reported at Koramangala during afternoon. urgent needs attention from city staff.,Koramangala,afternoon,0.87,3.02,27,7,38.48,0.406,0.112,0.64,0.339,0.132,Broken Light,86,P1 Emergency,Night safety crew
CP-00658,Garbage near MG Road,garbage reported at MG Road during morning.  needs attention from city staff.,MG Road,morning,0.71,3.01,36,0,68.55,0.4,0.172,0.12,0.356,0.166,Garbage,65,P2 High,Waste collection crew
